"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"2942",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",5567,38,NA,"B3","1685 68 STREET                           ","            ",11204,2,0,2,"2,210","2,281",1930,1,"B3","$728,000",2013-01-15,728000,2281,2210,0
"2946",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",5574,16,NA,"S2","1550 68TH STREET                         ","            ",11219,2,1,3,"2,000","2,632",1910,1,"S2","$600,000",2012-11-07,6e+05,2632,2000,0
"2950",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",5578,54,NA,"B1","1957 BAY RIDGE AVENUE                    ","            ",11204,2,0,2,"2,500","2,200",1920,1,"B1","$910,000",2013-06-27,910000,2200,2500,0
"2951",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",5579,29,NA,"B1","2060 68TH   STREET                       ","            ",11204,2,0,2,"2,450","1,920",1925,1,"B1","$800,000",2012-12-03,8e+05,1920,2450,0
"2953",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",5580,57,NA,"B1","2153 BAY RIDGE AVENUE                    ","            ",11204,2,0,2,"2,500","2,640",1925,1,"B1","$971,000",2013-04-04,971000,2640,2500,0
"2955",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",5769,2,NA,"S2","6725 14TH   AVENUE                       ","            ",11219,2,1,3,"1,600","2,400",1931,1,"S2","$633,000",2012-11-20,633000,2400,1600,0
"2956",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",5776,11,NA,"B1","1416 OVINGTON AVENUE                     ","            ",11219,2,0,2,"1,707","1,934",1920,1,"B1","$730,000",2013-02-15,730000,1934,1707,0
"2957",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6158,42,NA,"S2","6913 NEW UTRECHT AVENUE                  ","            ",11228,2,1,3,"2,613","3,300",1931,1,"S2","$700,000",2013-05-30,7e+05,3300,2613,0
"2958",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6160,51,NA,"B1","1777 70TH   STREET                       ","            ",11204,2,0,2,"3,000","3,840",1930,1,"B1","$350,000",2012-12-24,350000,3840,3000,0
"2959",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6160,60,NA,"B3","1755 70TH   STREET                       ","            ",11204,2,0,2,"2,000","2,200",1930,1,"B3","$710,000",2013-05-08,710000,2200,2000,0
"2960",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6161,56,NA,"B2","1843 70TH STREET                         ","            ",11204,2,0,2,"2,000","2,678",1930,1,"B2","$233,000",2013-01-18,233000,2678,2000,0
"2963",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6168,24,NA,"B2","1440 70TH   STREET                       ","            ",11228,2,0,2,"2,000","3,480",1920,1,"B2","$640,000",2013-01-03,640000,3480,2000,0
"2965",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6168,38,NA,"B9","1474 70TH   STREET                       ","            ",11228,2,0,2,"1,920","1,960",1960,1,"B9","$787,000",2013-03-18,787000,1960,1920,0
"2966",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6168,61,NA,"B2","1441 71ST   STREET                       ","            ",11228,2,0,2,"4,000","3,100",1915,1,"B2","$1,252,475",2013-07-26,1252475,3100,4000,0
"2967",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6168,65,NA,"B2","1433 71ST STREET                         ","            ",11228,2,0,2,"2,000","3,120",1920,1,"B2","$700,000",2012-08-21,7e+05,3120,2000,0
"2968",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6168,73,NA,"B1","1415 71ST STREET                         ","            ",11228,2,0,2,"2,000","3,000",1915,1,"B1","$790,000",2013-05-01,790000,3000,2000,0
"2969",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6169,33,NA,"B2","1539 71ST STREET                         ","            ",11228,2,0,2,"3,383","3,416",1920,1,"B2","$877,000",2013-05-31,877000,3416,3383,0
"2972",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6173,73,NA,"B2","1913 71ST   STREET                       ","            ",11204,2,0,2,"2,400","2,360",1930,1,"B2","$890,000",2013-04-17,890000,2360,2400,0
"2977",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6183,44,NA,"B1","7124 19TH AVENUE                         ","            ",11204,2,0,2,"2,100","2,360",1930,1,"B1","$950,000",2013-05-28,950000,2360,2100,0
"2978",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6184,49,NA,"B1","1971 72ND   STREET                       ","            ",11204,2,0,2,"2,000","1,759",1950,1,"B1","$680,000",2012-12-26,680000,1759,2000,0
"2979",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6185,66,NA,"B1","2019 72ND   STREET                       ","            ",11204,2,0,2,"2,500","2,400",1930,1,"B1","$990,000",2013-05-14,990000,2400,2500,0
"2980",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6186,12,NA,"B2","2116 71ST   STREET                       ","            ",11204,2,0,2,"3,700","2,400",1950,1,"B2","$778,000",2012-10-10,778000,2400,3700,0
"2982",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6190,58,NA,"B3","1445 73RD STREET                         ","            ",11228,2,0,2,"4,000","1,740",1935,1,"B3","$740,000",2012-11-21,740000,1740,4000,0
"2984",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6191,48,NA,"B2","1567 73RD STREET                         ","            ",11228,2,0,2,"4,000","2,681",1910,1,"B2","$980,000",2013-01-29,980000,2681,4000,0
"2985",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6192,7,NA,"S2","7209 16TH AVENUE                         ","            ",11204,2,1,3,"1,800","2,560",1931,1,"S2","$728,000",2013-04-05,728000,2560,1800,0
"2990",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6194,57,NA,"B2","1835 73RD STREET                         ","            ",11204,2,0,2,"2,500","1,998",1925,1,"B2","$780,000",2013-01-11,780000,1998,2500,0
"2996",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6196,31,NA,"B1","2060 72ND STREET                         ","            ",11204,2,0,2,"2,500","2,720",1930,1,"B1","$870,000",2012-08-07,870000,2720,2500,0
"3000",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6205,19,NA,"B1","1834 73RD   STREET                       ","            ",11204,2,0,2,"2,000","3,184",1901,1,"B1","$788,000",2012-12-19,788000,3184,2000,0
"3003",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6206,42,NA,"B1","7316 20TH   AVENUE                       ","            ",11204,2,0,2,"1,700","2,100",1930,1,"B1","$578,500",2013-01-29,578500,2100,1700,0
"3008",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6208,37,NA,"B2","7304 BAY PARKWAY                         ","            ",11204,2,0,2,"2,500","3,100",1930,1,"B2","$810,000",2013-05-29,810000,3100,2500,0
"3009",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6212,7,NA,"B9","7401 14TH AVENUE                         ","            ",11228,2,0,2,"5,000","4,160",1950,1,"B9","$1,550,000",2012-09-05,1550000,4160,5000,0
"3012",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6214,19,NA,"S2","7422 NEW UTRECHT AVENUE                  ","            ",11204,2,1,3,"2,001","2,992",1931,1,"S2","$610,000",2012-10-10,610000,2992,2001,0
"3013",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6216,1,NA,"S2","7423 18TH AVENUE                         ","            ",11204,2,1,3,"1,880","3,300",1931,1,"S2","$1,225,000",2013-04-16,1225000,3300,1880,0
"3014",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6216,21,NA,"B1","1832 74TH   STREET                       ","            ",11204,2,0,2,"2,500","3,276",1925,1,"B1","$920,000",2013-07-03,920000,3276,2500,0
"3015",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6216,48,NA,"B1","7416 19TH AVENUE                         ","            ",11204,2,0,2,"2,093","3,162",1930,1,"B1","$400,000",2012-08-01,4e+05,3162,2093,0
"3016",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6217,7,NA,"B2","7407 19TH   AVENUE                       ","            ",11204,2,0,2,"2,500","2,320",1920,1,"B2","$830,000",2013-05-03,830000,2320,2500,0
"3017",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6217,16,NA,"B2","1930 74TH STREET                         ","            ",11204,2,0,2,"2,400","2,149",1930,1,"B2","$650,000",2013-03-06,650000,2149,2400,0
"3018",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6217,58,NA,"B3","1943 BAY RIDGE PARKWAY                   ","            ",11204,2,0,2,"4,000","2,053",1930,1,"B3","$900,000",2013-01-10,9e+05,2053,4000,0
"3019",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6218,19,NA,"B1","2038 74TH STREET                         ","            ",11204,2,0,2,"2,450","3,300",1920,1,"B1","$955,000",2013-03-11,955000,3300,2450,0
"3020",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6223,69,NA,"B1","1425 76TH STREET                         ","            ",11228,2,0,2,"2,500","3,600",1925,1,"B1","$925,000",2013-04-09,925000,3600,2500,0
"3022",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6224,16,NA,"B1","1530 BAY RIDGE PARKWAY                   ","            ",11228,2,0,2,"2,433","2,642",1930,1,"B1","$867,000",2012-08-30,867000,2642,2433,0
"3026",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6226,5,NA,"B1","7511 17TH AVENUE                         ","            ",11214,2,0,2,"1,800","1,935",1910,1,"B1","$595,000",2012-10-23,595000,1935,1800,0
"3027",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6227,20,NA,"B2","1836 BAY RIDGE PARKWAY                   ","            ",11204,2,0,2,"2,858","2,248",1930,1,"B2","$908,000",2013-04-12,908000,2248,2858,0
"3028",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6227,37,NA,"B1","1870 BAY RIDGE PARKWAY                   ","            ",11204,2,0,2,"2,000","2,400",1930,1,"B1","$980,000",2013-06-12,980000,2400,2000,0
"3030",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6228,67,NA,"B1","1917 76TH   STREET                       ","            ",11214,2,0,2,"2,500","2,600",1930,1,"B1","$865,000",2012-11-20,865000,2600,2500,0
"3032",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6230,62,NA,"B2","2135 76TH STREET                         ","            ",11214,2,0,2,"2,492","2,480",1920,1,"B2","$188,000",2013-07-11,188000,2480,2492,0
"3033",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6230,66,NA,"B2","2123 76 STREET                           ","            ",11214,2,0,2,"2,492","3,720",1920,1,"B2","$860,000",2012-12-07,860000,3720,2492,0
"3035",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6234,61,NA,"B2","1453 77TH STREET                         ","            ",11228,2,0,2,"2,667","2,232",1930,1,"B2","$740,000",2012-08-06,740000,2232,2667,0
"3038",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6234,120,NA,"B1","1430 76TH ST                             ","            ",11228,2,0,2,"1,359","1,856",1930,1,"B1","$555,000",2013-03-07,555000,1856,1359,0
"3040",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6236,3,NA,"B1","7617 16TH AVENUE                         ","            ",11214,2,0,2,"2,617","2,404",1920,1,"B1","$820,000",2012-11-28,820000,2404,2617,0
"3041",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6236,43,NA,"B2","1629 77TH   STREET                       ","            ",11214,2,0,2,"2,400","1,632",1930,1,"B2","$580,000",2013-02-12,580000,1632,2400,0
"3042",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6237,35,NA,"B2","1770 76TH STREET                         ","            ",11214,2,0,2,"3,000","3,696",1920,1,"B2","$807,000",2013-01-10,807000,3696,3000,0
"3045",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6238,49,NA,"B1","1849 77TH   STREET                       ","            ",11214,2,0,2,"3,000","4,020",1930,1,"B1","$1,070,000",2013-07-02,1070000,4020,3000,0
"3048",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6241,24,NA,"B2","2142 76TH STREET                         ","            ",11214,2,0,2,"2,500","3,720",1920,1,"B2","$820,000",2012-09-04,820000,3720,2500,0
"3049",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6241,53,NA,"B2","2161 77TH STREET                         ","            ",11214,2,0,2,"2,492","2,480",1920,1,"B2","$890,000",2012-08-22,890000,2480,2492,0
"3050",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6245,21,NA,"B3","1430 77TH   STREET                       ","            ",11228,2,0,2,"2,650","2,098",1925,1,"B3","$700,000",2012-09-21,7e+05,2098,2650,0
"3051",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6245,45,NA,"B1","7714 15TH AVENUE                         ","            ",11228,2,0,2,"2,800","3,720",1920,1,"B1","$900,000",2013-02-20,9e+05,3720,2800,0
"3052",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6246,8,NA,"B1","7705 15TH AVENUE                         ","            ",11228,2,0,2,"2,800","2,640",1920,1,"B1","$979,500",2012-10-24,979500,2640,2800,0
"3053",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6246,57,NA,"B3","1547 78TH STREET                         ","            ",11228,2,0,2,"2,000","1,440",1920,1,"B3","$730,000",2012-12-21,730000,1440,2000,0
"3054",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6246,58,NA,"B3","1545 78TH   STREET                       ","            ",11228,2,0,2,"2,000","2,224",1920,1,"B3","$600,500",2012-10-26,600500,2224,2000,0
"3056",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6250,21,NA,"B2","1938 77TH   STREET                       ","            ",11214,2,0,2,"2,500","2,520",1920,1,"B2","$720,000",2013-03-14,720000,2520,2500,0
"3057",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6252,21,NA,"B2","2130 77TH STREET                         ","            ",11214,2,0,2,"4,000","2,932",1925,1,"B2","$922,888",2012-10-15,922888,2932,4000,0
"3058",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6252,31,NA,"B2","2150 77TH   STREET                       ","            ",11214,2,0,2,"3,950","2,932",1925,1,"B2","$1,100,000",2013-05-17,1100000,2932,3950,0
"3059",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6253,78,NA,"B1","26 AVENUE P                              ","            ",11204,2,0,2,"2,433","2,610",1950,1,"B1","$900,000",2013-06-05,9e+05,2610,2433,0
"3060",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6253,79,NA,"B1","22 AVENUE P                              ","            ",11204,2,0,2,"2,467","2,610",1950,1,"B1","$750,000",2013-06-05,750000,2610,2467,0
"3061",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6257,25,NA,"B2","1446 78TH   STREET                       ","            ",11228,2,0,2,"2,500","1,464",1920,1,"B2","$700,000",2012-12-01,7e+05,1464,2500,0
"3065",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6259,24,NA,"B2","1644 78TH STREET                         ","            ",11214,2,0,2,"2,617","2,800",1920,1,"B2","$838,000",2013-07-18,838000,2800,2617,0
"3068",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6261,33,NA,"B1","1864 78TH   STREET                       ","            ",11214,2,0,2,"2,517","4,020",1925,1,"B1","$990,000",2013-05-16,990000,4020,2517,0
"3069",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6262,47,NA,"B3","1975 79TH   STREET                       ","            ",11214,2,0,2,"1,683","1,400",1925,1,"B3","$663,500",2013-03-19,663500,1400,1683,0
"3070",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6262,51,NA,"B3","1967 79TH STREET                         ","            ",11214,2,0,2,"1,683","1,312",1925,1,"B3","$565,000",2013-04-24,565000,1312,1683,0
"3072",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6262,123,NA,"B3","1940 78TH   STREET                       ","            ",11214,2,0,2,"1,733","1,416",1920,1,"B3","$600,000",2012-09-18,6e+05,1416,1733,0
"3073",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6263,67,NA,"B1","2023 79TH STREET                         ","            ",11214,2,0,2,"2,500","2,152",1925,1,"B1","$820,500",2013-06-12,820500,2152,2500,0
"3075",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6265,38,NA,"B1","2284 78TH STREET                         ","            ",11214,2,0,2,"2,150","4,020",1920,1,"B1","$880,000",2013-07-17,880000,4020,2150,0
"3076",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6265,41,NA,"B2","2283 79TH   STREET                       ","            ",11214,2,0,2,"3,000","3,150",1920,1,"B2","$490,000",2013-05-10,490000,3150,3000,0
"3079",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6272,38,NA,"B9","1776 79TH STREET                         ","            ",11214,2,0,2,"2,167","1,817",1930,1,"B9","$326,500",2012-10-06,326500,1817,2167,0
"3081",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6274,43,NA,"B3","1984 79TH   STREET                       ","            ",11214,2,0,2,"3,000","2,095",1915,1,"B3","$887,000",2012-09-27,887000,2095,3000,0
"3083",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6276,16,NA,"B3","2124 79TH STREET                         ","            ",11214,2,0,2,"3,400","3,036",1925,1,"B3","$993,000",2012-11-07,993000,3036,3400,0
"3087",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6281,58,NA,"B2","1429 81ST STREET                         ","            ",11228,2,0,2,"2,642","1,080",1920,1,"B2","$540,000",2012-12-03,540000,1080,2642,0
"3088",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6282,44,NA,"B3","1575 81ST STREET                         ","            ",11228,2,0,2,"2,133","2,459",1935,1,"B3","$645,000",2013-04-24,645000,2459,2133,0
"3089",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6282,47,NA,"B3","1567 81ST   STREET                       ","            ",11228,2,0,2,"2,100","1,684",1935,1,"B3","$665,000",2013-06-25,665000,1684,2100,0
"3090",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6282,67,NA,"B1","1521 81ST   STREET                       ","            ",11228,2,0,2,"2,150","2,656",1925,1,"B1","$75,000",2013-06-17,75000,2656,2150,0
"3091",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6283,1,NA,"B9","1601 81ST STREET                         ","            ",11214,2,0,2,"2,002","2,280",1950,1,"B9","$225,000",2013-03-21,225000,2280,2002,0
"3092",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6283,83,NA,"B9","1603 81ST STREET                         ","            ",11214,2,0,2,"1,967","2,166",1950,1,"B9","$765,000",2013-04-10,765000,2166,1967,0
"3093",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6284,58,NA,"B2","1769 81 STREET                           ","            ",11214,2,0,2,"2,008","1,904",1920,1,"B2","$660,000",2013-05-17,660000,1904,2008,0
"3097",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6286,63,NA,"B3","1933 81ST STREET                         ","            ",11214,2,0,2,"1,700","1,596",1920,1,"B3","$330,000",2013-05-30,330000,1596,1700,0
"3099",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6286,67,NA,"B3","1927 81ST   STREET                       ","            ",11214,2,0,2,"3,000","1,908",1925,1,"B3","$810,000",2013-03-22,810000,1908,3000,0
"3100",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6293,1,NA,"B3","8123 14TH   AVENUE                       ","            ",11228,2,0,2,"1,530","1,824",1945,1,"B3","$650,000",2013-05-22,650000,1824,1530,0
"3101",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6293,26,NA,"B3","1440 81ST   STREET                       ","            ",11228,2,0,2,"2,633","1,892",1930,1,"B3","$600,000",2012-11-01,6e+05,1892,2633,0
"3104",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6295,52,NA,"B3","1661 82ND STREET                         ","            ",11214,2,0,2,"2,000","1,424",1935,1,"B3","$586,500",2013-05-20,586500,1424,2000,0
"3105",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6295,66,NA,"B1","1631 82ND   STREET                       ","            ",11214,2,0,2,"2,000","1,800",1945,1,"B1","$550,000",2012-12-19,550000,1800,2000,0
"3106",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6295,80,NA,"B1","1658 81ST STREET                         ","            ",11214,2,0,2,"1,700","1,390",1935,1,"B1","$653,500",2012-12-19,653500,1390,1700,0
"3107",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6295,87,NA,"B1","1672 81ST   STREET                       ","            ",11214,2,0,2,"1,700","2,136",1935,1,"B1","$290,000",2012-09-24,290000,2136,1700,0
"3108",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6295,89,NA,"B3","1676 81 STREET                           ","            ",11214,2,0,2,"1,700","2,136",1935,1,"B3","$610,000",2012-11-20,610000,2136,1700,0
"3109",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6295,91,NA,"B1","1680 81ST   STREET                       ","            ",11214,2,0,2,"1,700","2,208",1935,1,"B1","$50,000",2013-06-14,50000,2208,1700,0
"3113",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6304,67,NA,"B9","1435 83RD STREET                         ","            ",11228,2,0,2,"1,900","1,938",1950,1,"B9","$535,000",2013-01-30,535000,1938,1900,0
"3114",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6305,32,NA,"B1","1560 82ND STREET                         ","            ",11228,2,0,2,"2,000","1,800",1945,1,"B1","$579,200",2012-08-02,579200,1800,2000,0
"3115",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6305,66,NA,"B1","1529 83RD   STREET                       ","            ",11228,2,0,2,"2,000","1,800",1945,1,"B1","$665,000",2013-05-30,665000,1800,2000,0
"3120",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6310,25,NA,"B3","1450 83RD STREET                         ","            ",11228,2,0,2,"2,200","1,638",1935,1,"B3","$670,000",2013-03-07,670000,1638,2200,0
"3121",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6310,58,NA,"B2","1447 84TH   STREET                       ","            ",11228,2,0,2,"2,375","1,960",1930,1,"B2","$770,000",2013-07-31,770000,1960,2375,0
"3122",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6310,63,NA,"B2","1431 84TH STREET                         ","            ",11228,2,0,2,"2,383","1,960",1930,1,"B2","$880,000",2012-08-22,880000,1960,2383,0
"3123",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6310,64,NA,"B2","1429 84TH   STREET                       ","            ",11228,2,0,2,"2,383","1,960",1930,1,"B2","$700,000",2013-01-08,7e+05,1960,2383,0
"3124",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6311,7,NA,"B9","1504 83RD   STREET                       ","            ",11228,2,0,2,"1,720","1,800",1945,1,"B9","$599,000",2013-06-19,599000,1800,1720,0
"3125",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6311,43,NA,"B3","8318 16TH AVENUE                         ","            ",11214,2,0,2,"3,700","1,440",1945,1,"B3","$789,000",2012-09-25,789000,1440,3700,0
"3126",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6312,24,NA,"B1","1652 83 STREET                           ","            ",11214,2,0,2,"928","2,320",1930,1,"B1","$645,000",2012-08-21,645000,2320,928,0
"3127",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6313,14,NA,"B1","8209 17TH AVENUE                         ","            ",11214,2,0,2,"1,800","3,000",1920,1,"B1","$680,000",2013-07-31,680000,3000,1800,0
"3129",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6323,46,NA,"B1","8424 15TH   AVENUE                       ","            ",11228,2,0,2,"1,719","2,406",1930,1,"B1","$780,000",2012-09-24,780000,2406,1719,0
"3131",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6324,19,NA,"B3","1528 84TH   STREET                       ","            ",11228,2,0,2,"1,660","1,824",1955,1,"B3","$630,000",2012-10-24,630000,1824,1660,0
"3132",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6324,29,NA,"B3","1550 84TH   STREET                       ","            ",11228,2,0,2,"1,920","1,824",1955,1,"B3","$640,000",2012-11-15,640000,1824,1920,0
"3133",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6324,48,NA,"B3","1583 85TH STREET                         ","            ",11228,2,0,2,"2,000","1,700",1935,1,"B3","$530,000",2012-09-12,530000,1700,2000,0
"3134",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6324,66,NA,"B1","1539 85TH STREET                         ","            ",11228,2,0,2,"2,433","1,824",1955,1,"B1","$712,000",2013-04-16,712000,1824,2433,0
"3135",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6324,68,NA,"B1","1535 85 STREET                           ","            ",11228,2,0,2,"1,950","1,824",1955,1,"B1","$700,000",2013-05-24,7e+05,1824,1950,0
"3136",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6324,73,NA,"B1","1523 85TH STREET                         ","            ",11228,2,0,2,"1,950","1,824",1955,1,"B1","$670,000",2013-06-03,670000,1824,1950,0
"3137",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6329,19,NA,"B3","2030 83RD   STREET                       ","            ",11214,2,0,2,"1,817","2,008",1905,1,"B3","$705,000",2012-10-17,705000,2008,1817,0
"3138",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6333,28,NA,"B3","1954 84TH   STREET                       ","            ",11214,2,0,2,"3,000","2,605",1910,1,"B3","$427,500",2013-07-17,427500,2605,3000,0
"3140",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6336,18,NA,"B1","2228 84TH STREET                         ","            ",11214,2,0,2,"2,000","2,125",1955,1,"B1","$700,000",2013-03-06,7e+05,2125,2000,0
"3145",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6847,11,NA,"B3","2316 79TH STREET                         ","            ",11214,2,0,2,"4,000","1,800",1925,1,"B3","$835,000",2013-03-04,835000,1800,4000,0
"3146",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6848,33,NA,"S2","1788 STILLWELL AVENUE                    ","            ",11223,2,1,3,"1,065","2,580",1926,1,"S2","$840,000",2012-08-01,840000,2580,1065,0
"3147",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6852,28,NA,"B9","1896 STILLWELL AVENUE                    ","            ",11223,2,0,2,"1,693","2,080",1935,1,"B9","$608,000",2013-04-17,608000,2080,1693,0
