"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"15989",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8727,34,NA,"A1","79 AMHERST STREET                        ","            ",11235,1,0,1,"4,160","4,039",1935,1,"A1","$1,926,000",2013-07-25,1926000,4039,4160,0
"15990",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8727,81,NA,"A1","9 AMHERST STREET                         ","            ",11235,1,0,1,"3,200","1,680",1930,1,"A1","$950,000",2013-06-04,950000,1680,3200,0
"15995",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8734,57,NA,"A3","117 BEAUMONT STREET                      ","            ",11235,1,0,1,"4,000","4,883",2001,1,"A3","$1,600,000",2012-09-27,1600000,4883,4000,0
"15996",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8735,23,NA,"A1","151 COLERIDGE STREET                     ","            ",11235,1,0,1,"6,240","5,125",1931,1,"A1","$1,500,000",2012-08-01,1500000,5125,6240,0
"15997",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8735,94,NA,"A1","170 DOVER STREET                         ","            ",11235,1,0,1,"3,000","1,792",1935,1,"A1","$138,000",2013-02-13,138000,1792,3000,0
"15998",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8737,38,NA,"A1","125 EXETER STREET                        ","            ",11235,1,0,1,"8,640","2,730",1950,1,"A1","$475,000",2012-08-27,475000,2730,8640,0
"15999",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8738,128,NA,"A5","213 WEST END AVENUE                      ","            ",11235,1,0,1,"3,040","3,611",2010,1,"A5","$1,200,000",2013-07-24,1200000,3611,3040,0
"16000",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8741,16,NA,"A1","234 DOVER STREET                         ","            ",11235,1,0,1,"4,000","1,921",1930,1,"A1","$1,050,000",2013-06-26,1050000,1921,4000,0
"16006",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8748,227,NA,"A1","4167 OCEAN AVENUE                        ","            ",11235,1,0,1,"6,240","4,422",1925,1,"A1","$1,000,000",2013-05-09,1e+06,4422,6240,0
"16007",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8750,372,NA,"A1","183 GIRARD STREET                        ","            ",11235,1,0,1,"6,240","2,556",1920,1,"A1","$1,980,000",2013-01-24,1980000,2556,6240,0
"16010",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8754,45,NA,"A9","146 LANGHAM STREET                       ","            ",11235,1,0,1,"3,000","1,290",1935,1,"A9","$499,000",2013-02-06,499000,1290,3000,0
"16013",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8755,77,NA,"A2","155 LANGHAM STREET                       ","            ",11235,1,0,1,"3,000","1,936",1935,1,"A2","$950,000",2012-08-23,950000,1936,3000,0
"16014",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8756,10,NA,"A1","124 NORFOLK STREET                       ","            ",11235,1,0,1,"3,356","1,546",1925,1,"A1","$430,000",2013-06-25,430000,1546,3356,0
"16015",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8756,20,NA,"A2","154 NORFOLK STREET                       ","            ",11235,1,0,1,"3,000","2,204",1925,1,"A2","$495,000",2013-07-22,495000,2204,3000,0
"16017",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8756,29,NA,"A2","180 NORFOLK STREET                       ","            ",11235,1,0,1,"2,723","1,838",1920,1,"A2","$525,000",2013-05-09,525000,1838,2723,0
"16019",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8757,22,NA,"A2","1605 ORIENTAL BOULEVARD                  ","            ",11235,1,0,1,"2,500","1,400",1925,1,"A2","$426,000",2013-02-28,426000,1400,2500,0
"16020",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8757,33,NA,"A2","159 NORFOLK STREET                       ","            ",11235,1,0,1,"2,500","1,520",1925,1,"A2","$510,000",2013-01-14,510000,1520,2500,0
"16021",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8757,34,NA,"A1","155 NORFOLK STREET                       ","            ",11235,1,0,1,"2,500","3,000",1935,1,"A1","$500,000",2013-01-22,5e+05,3000,2500,0
"16022",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8757,47,NA,"A2","117 NORFOLK STREET                       ","            ",11235,1,0,1,"2,500","3,367",1925,1,"A2","$1,290,000",2012-08-22,1290000,3367,2500,0
"16023",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8757,81,NA,"A1","1608 SHORE BOULEVARD                     ","            ",11235,1,0,1,"2,450","2,907",1920,1,"A1","$1,280,000",2013-02-28,1280000,2907,2450,0
"16026",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8757,96,NA,"A2","132 OXFORD STREET                        ","            ",11235,1,0,1,"2,500","1,424",1925,1,"A2","$430,000",2013-01-10,430000,1424,2500,0
"16027",3,"MANHATTAN BEACH          ","01  ONE FAMILY HOMES                        ","1",8760,93,NA,"A5","145 PEMBROKE STREET                      ","            ",11235,1,0,1,"1,800","2,001",1945,1,"A5","$760,000",2013-02-26,760000,2001,1800,0
"16031",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8728,81,NA,"B3","61 BEAUMONT STREET                       ","            ",11235,2,0,2,"4,000","2,376",1930,1,"B3","$999,000",2012-12-14,999000,2376,4000,0
"16032",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8729,21,NA,"B2","36 DOVER STREET                          ","            ",11235,2,0,2,"3,000","2,432",1940,1,"B2","$977,000",2012-10-22,977000,2432,3000,0
"16036",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8733,97,NA,"B3","167 AMHERST STREET                       ","            ",11235,2,0,2,"4,000","1,656",1920,1,"B3","$1,300,000",2012-08-10,1300000,1656,4000,0
"16038",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8737,4,NA,"B1","4210 OCEAN AVENUE                        ","            ",11235,2,0,2,"4,472","3,174",1960,1,"B1","$1,200,000",2013-08-07,1200000,3174,4472,0
"16044",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8751,456,NA,"B1","177 HASTINGS STREET                      ","            ",11235,2,0,2,"4,000","2,156",1940,1,"B1","$995,000",2012-12-20,995000,2156,4000,0
"16045",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8754,38,NA,"B3","134 LANGHAM STREET                       ","            ",11235,2,0,2,"6,000","1,456",1935,1,"B3","$1,460,000",2013-02-01,1460000,1456,6000,0
"16046",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8756,21,NA,"B9","156 NORFOLK STREET                       ","            ",11235,2,0,2,"2,990","2,100",1925,1,"B9","$920,000",2012-11-29,920000,2100,2990,0
"16047",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8756,65,NA,"B1","147 MACKENZIE STREET                     ","            ",11235,2,0,2,"3,380","2,098",1940,1,"B1","$600,000",2013-01-15,6e+05,2098,3380,0
"16051",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8758,55,NA,"B9","155 OXFORD STREET                        ","            ",11235,2,0,2,"2,900","1,790",1940,1,"B9","$627,500",2013-02-05,627500,1790,2900,0
"16052",3,"MANHATTAN BEACH          ","02  TWO FAMILY HOMES                        ","1",8760,86,NA,"B9","127 PEMBROKE STREET                      ","            ",11235,2,0,2,"2,700","2,124",1945,1,"B9","$700,000",2013-01-29,7e+05,2124,2700,0
"16060",3,"MARINE PARK              ","01  ONE FAMILY HOMES                        ","1",6815,8,NA,"A5","1718 STUART STREET                       ","            ",11229,1,0,1,"1,600","1,379",1950,1,"A5","$420,000",2013-02-01,420000,1379,1600,0
"16062",3,"MARINE PARK              ","01  ONE FAMILY HOMES                        ","1",6843,2,NA,"A5","2604 FILLMORE AVENUE                     ","            ",11229,1,0,1,"2,000","1,280",1940,1,"A5","$527,500",2012-09-21,527500,1280,2000,0
"16064",3,"MARINE PARK              ","01  ONE FAMILY HOMES                        ","1",6843,49,NA,"A5","1959 GERRITSEN AVENUE                    ","            ",11229,1,0,1,"1,600","1,120",1930,1,"A5","$450,000",2013-07-03,450000,1120,1600,0
